itemname,itemid,charname,charid,locked_sources
Plun. Poulaines +1,27339,Enko,15,Reforge[gate not met]
Plun. Poulaines +1,27339,Garvtest,21,Reforge[gate not met]
Plun. Poulaines +1,27339,Herdofturtles,22,Reforge[gate not met]
Plun. Poulaines +1,27339,Lantyisstuck,26,Reforge[gate not met]
Plun. Poulaines +1,27339,Midnightarsal,32,Reforge[gate not met]
Plun. Poulaines +1,27339,Molly,5,Reforge[gate not met]
Plun. Poulaines +1,27339,Nut,16,Reforge[gate not met]
Plun. Poulaines +1,27339,Oopsiepoopsie,27,Reforge[gate not met]
Plun. Poulaines +1,27339,Rirint,4,Reforge[gate not met]
Plun. Poulaines +1,27339,Ririntwo,9,Reforge[gate not met]
Plun. Poulaines +1,27339,Spaz,17,Reforge[gate not met]
Plun. Poulaines +1,27339,Testa,7,Reforge[gate not met]
Plun. Poulaines +2,23336,Bent,29,Reforge[gate not met]
Plun. Poulaines +2,23336,Corvinos,14,Reforge[gate not met]
Plun. Poulaines +2,23336,Eir,6,Reforge[gate not met]
Plun. Poulaines +2,23336,Enko,15,Reforge[gate not met]
Plun. Poulaines +2,23336,Garvtest,21,Reforge[gate not met]
Plun. Poulaines +2,23336,Herdofturtles,22,Reforge[gate not met]
Plun. Poulaines +2,23336,Lantyisstuck,26,Reforge[gate not met]
Plun. Poulaines +2,23336,Midnightarsal,32,Reforge[gate not met]
Plun. Poulaines +2,23336,Molly,5,Reforge[gate not met]
Plun. Poulaines +2,23336,Nut,16,Reforge[gate not met]
Plun. Poulaines +2,23336,Oopsiepoopsie,27,Reforge[gate not met]
Plun. Poulaines +2,23336,Rirint,4,Reforge[gate not met]
Plun. Poulaines +2,23336,Ririntwo,9,Reforge[gate not met]
Plun. Poulaines +2,23336,Spaz,17,Reforge[gate not met]
Plun. Poulaines +2,23336,Testa,7,Reforge[gate not met]
Plun. Poulaines +3,23671,Bent,29,Reforge[gate not met]
Plun. Poulaines +3,23671,Corvinos,14,Reforge[gate not met]
Plun. Poulaines +3,23671,Eir,6,Reforge[gate not met]
Plun. Poulaines +3,23671,Enko,15,Reforge[gate not met]
Plun. Poulaines +3,23671,Garvtest,21,Reforge[gate not met]
Plun. Poulaines +3,23671,Herdofturtles,22,Reforge[gate not met]
Plun. Poulaines +3,23671,Lantyisstuck,26,Reforge[gate not met]
Plun. Poulaines +3,23671,Midnightarsal,32,Reforge[gate not met]
Plun. Poulaines +3,23671,Molly,5,Reforge[gate not met]
Plun. Poulaines +3,23671,Nut,16,Reforge[gate not met]
Plun. Poulaines +3,23671,Oopsiepoopsie,27,Reforge[gate not met]
Plun. Poulaines +3,23671,Rirint,4,Reforge[gate not met]
Plun. Poulaines +3,23671,Ririntwo,9,Reforge[gate not met]
Plun. Poulaines +3,23671,Spaz,17,Reforge[gate not met]
Plun. Poulaines +3,23671,Testa,7,Reforge[gate not met]
Plunderer's Armlets +4,24013,Oopsiepoopsie,27,Divergence +4 Forge[gate not met]
Plunderer's Bonnet +4,23923,Oopsiepoopsie,27,Divergence +4 Forge[gate not met]
Plunderer's Culottes +4,24058,Oopsiepoopsie,27,Divergence +4 Forge[gate not met]
Plunderer's Poulaines +4,24103,Oopsiepoopsie,27,Divergence +4 Forge[gate not met]
Plunderer's Vest,26810,Bent,29,Reforge[gate not met]
Plunderer's Vest,26810,Corvinos,14,Reforge[gate not met]
Plunderer's Vest,26810,Eir,6,Reforge[gate not met]
Plunderer's Vest,26810,Enko,15,Reforge[gate not met]
Plunderer's Vest,26810,Garvtest,21,Reforge[gate not met]
Plunderer's Vest,26810,Herdofturtles,22,Reforge[gate not met]
Plunderer's Vest,26810,Lantyisstuck,26,Reforge[gate not met]
Plunderer's Vest,26810,Midnightarsal,32,Reforge[gate not met]
Plunderer's Vest,26810,Molly,5,Reforge[gate not met]
Plunderer's Vest,26810,Nut,16,Reforge[gate not met]
Plunderer's Vest,26810,Oopsiepoopsie,27,Reforge[gate not met]
Plunderer's Vest,26810,Rirint,4,Reforge[gate not met]
Plunderer's Vest,26810,Ririntwo,9,Reforge[gate not met]
Plunderer's Vest,26810,Spaz,17,Reforge[gate not met]
Plunderer's Vest,26810,Testa,7,Reforge[gate not met]
Plunderer's Vest +1,26811,Bent,29,Reforge[gate not met]
Plunderer's Vest +1,26811,Corvinos,14,Reforge[gate not met]
Plunderer's Vest +1,26811,Eir,6,Reforge[gate not met]
Plunderer's Vest +1,26811,Enko,15,Reforge[gate not met]
Plunderer's Vest +1,26811,Garvtest,21,Reforge[gate not met]
Plunderer's Vest +1,26811,Herdofturtles,22,Reforge[gate not met]
Plunderer's Vest +1,26811,Lantyisstuck,26,Reforge[gate not met]
Plunderer's Vest +1,26811,Midnightarsal,32,Reforge[gate not met]
Plunderer's Vest +1,26811,Molly,5,Reforge[gate not met]
Plunderer's Vest +1,26811,Nut,16,Reforge[gate not met]
Plunderer's Vest +1,26811,Oopsiepoopsie,27,Reforge[gate not met]
Plunderer's Vest +1,26811,Rirint,4,Reforge[gate not met]
Plunderer's Vest +1,26811,Ririntwo,9,Reforge[gate not met]
Plunderer's Vest +1,26811,Spaz,17,Reforge[gate not met]
Plunderer's Vest +1,26811,Testa,7,Reforge[gate not met]
Plunderer's Vest +2,23135,Bent,29,Reforge[gate not met]
Plunderer's Vest +2,23135,Corvinos,14,Reforge[gate not met]
Plunderer's Vest +2,23135,Eir,6,Reforge[gate not met]
Plunderer's Vest +2,23135,Enko,15,Reforge[gate not met]
Plunderer's Vest +2,23135,Garvtest,21,Reforge[gate not met]
Plunderer's Vest +2,23135,Herdofturtles,22,Reforge[gate not met]
Plunderer's Vest +2,23135,Lantyisstuck,26,Reforge[gate not met]
Plunderer's Vest +2,23135,Midnightarsal,32,Reforge[gate not met]
Plunderer's Vest +2,23135,Molly,5,Reforge[gate not met]
Plunderer's Vest +2,23135,Nut,16,Reforge[gate not met]
Plunderer's Vest +2,23135,Oopsiepoopsie,27,Reforge[gate not met]
Plunderer's Vest +2,23135,Rirint,4,Reforge[gate not met]
Plunderer's Vest +2,23135,Ririntwo,9,Reforge[gate not met]
Plunderer's Vest +2,23135,Spaz,17,Reforge[gate not met]
Plunderer's Vest +2,23135,Testa,7,Reforge[gate not met]
Plunderer's Vest +3,23470,Bent,29,Reforge[gate not met]
Plunderer's Vest +3,23470,Corvinos,14,Reforge[gate not met]
Plunderer's Vest +3,23470,Eir,6,Reforge[gate not met]
Plunderer's Vest +3,23470,Enko,15,Reforge[gate not met]
Plunderer's Vest +3,23470,Garvtest,21,Reforge[gate not met]
Plunderer's Vest +3,23470,Herdofturtles,22,Reforge[gate not met]
Plunderer's Vest +3,23470,Lantyisstuck,26,Reforge[gate not met]
Plunderer's Vest +3,23470,Midnightarsal,32,Reforge[gate not met]
Plunderer's Vest +3,23470,Molly,5,Reforge[gate not met]
Plunderer's Vest +3,23470,Nut,16,Reforge[gate not met]
Plunderer's Vest +3,23470,Oopsiepoopsie,27,Reforge[gate not met]
Plunderer's Vest +3,23470,Rirint,4,Reforge[gate not met]
Plunderer's Vest +3,23470,Ririntwo,9,Reforge[gate not met]
Plunderer's Vest +3,23470,Spaz,17,Reforge[gate not met]
Plunderer's Vest +3,23470,Testa,7,Reforge[gate not met]
Plunderer's Vest +4,23968,Oopsiepoopsie,27,Divergence +4 Forge[gate not met]
Pluto's Staff,17560,Oopsiepoopsie,27,Crafting[gate not met]
Pluviale,11361,Oopsiepoopsie,27,drop:Ironclad Executioner(Abyssea-Vunkerl)[gate not met]
Poet's Circlet,12473,Oopsiepoopsie,27,Crafting[gate not met] | drop:Goblin Conjurer(Dangruf Wadi)[gate not met] | drop:Goblin Gambler(Ranguemont Pass)[gate not met] | drop:Goblin Gambler(King Ranperres Tomb)[gate not met] | drop:Goblin Gambler(Ordelles Caves)[gate not met] | drop:Goblin Gambler(Maze of Shakhrami)[gate not met] | drop:Goblin Healer(Dangruf Wadi)[gate not met] | drop:Goblin Leecher(Ranguemont Pass)[gate not met] | drop:Goblin Leecher(Lower Delkfutts Tower)[gate not met] | drop:Goblin Leecher(King Ranperres Tomb)[gate not met] | drop:Goblin Leecher(Inner Horutoto Ruins)[gate not met] | drop:Goblin Leecher(Ordelles Caves)[gate not met] | drop:Goblin Leecher(Maze of Shakhrami)[gate not met] | drop:Onyx Quadav(Palborough Mines)[gate not met] | drop:Yagudo Priest(Giddeus)[gate not met] | drop:Yagudo Priest(Castle Oztroja)[gate not met]
Poise Shoes,11418,Oopsiepoopsie,27,drop:Lugarhoo(Abyssea-La Theine)[gate not met]
Poison Arrow,18157,Oopsiepoopsie,27,Crafting[gate not met]
Poison Baselard,16458,Oopsiepoopsie,27,Crafting[gate not met]
Poison Cesti,16387,Oopsiepoopsie,27,Crafting[gate not met]
Poison Cesti +1,16700,Oopsiepoopsie,27,Crafting[gate not met]
Poison Claws,16417,Oopsiepoopsie,27,Crafting[gate not met]
Poison Claws +1,16439,Oopsiepoopsie,27,Crafting[gate not met]
Poison Dagger,16496,Oopsiepoopsie,27,Crafting[gate not met]
Poison Dagger +1,16741,Oopsiepoopsie,27,Crafting[gate not met]
Poison Katars,16403,Oopsiepoopsie,27,Crafting[gate not met]
Poison Katars +1,16693,Oopsiepoopsie,27,Crafting[gate not met]
Poison Knife,16472,Oopsiepoopsie,27,Crafting[gate not met]
Poison Knife +1,16742,Oopsiepoopsie,27,Crafting[gate not met]
Poison Kukri,16478,Oopsiepoopsie,27,Crafting[gate not met]
Poison Kukri +1,16489,Oopsiepoopsie,27,Crafting[gate not met]
Poisona Ring,14654,Oopsiepoopsie,27,Crafting[gate not met]
Poisonous Broth,21438,Oopsiepoopsie,27,Crafting[gate not met]
Ponder. Manoples,18361,Oopsiepoopsie,27,Crafting[gate not met]
Ponderous Gully,17625,Oopsiepoopsie,27,Crafting[gate not met]
Ponderous Lance,18107,Oopsiepoopsie,27,Crafting[gate not met]
Ponente Sash,28441,Oopsiepoopsie,27,HTBF[gate not met] | drop:HTBF: Trial By Wind(Battlefield)[gate not met]
Poppet Katars,18768,Oopsiepoopsie,27,drop:Olgoi-Khorkhoi(North Gustaberg [S])[gate not met]
Porous Rope,28409,Oopsiepoopsie,27,Geas Fete[gate not met]
Portent Pants,14241,Oopsiepoopsie,27,drop:Raja(Abyssea-Grauberg)[gate not met]
Poseidon's Ring,14656,Oopsiepoopsie,27,Crafting[gate not met]
Potent Grip,22198,Oopsiepoopsie,27,Geas Fete[gate not met]
Potentia Cape,11574,Oopsiepoopsie,27,drop:Waugyl(Abyssea-Altepa)[gate not met]
Potion Tank,13684,Oopsiepoopsie,27,Crafting[gate not met]
Pouwhenua,21162,Oopsiepoopsie,27,Unity Wanted NM[gate not met] | drop:Woodland Mender(Escha ZiTah)[gate not met]
Pouwhenua +1,21163,Oopsiepoopsie,27,Unity upgrade[gate not met]
Powder Boots,15320,Oopsiepoopsie,27,Crafting[gate not met]
Power Bow,17161,Oopsiepoopsie,27,Crafting[gate not met]
Power Bow +1,17178,Oopsiepoopsie,27,Crafting[gate not met]
Power Crossbow,17230,Oopsiepoopsie,27,drop:BiGho Headtaker(Beadeaux)[gate not met]
Power Staff,17563,Oopsiepoopsie,27,drop:Foreseer Oramix(Ifrits Cauldron)[gate not met]
Praecis Gorget,15527,Bent,29,Gear Vendor[need HL_Tier>=2]
Praecis Gorget,15527,Corvinos,14,Gear Vendor[need HL_Tier>=2]
Praecis Gorget,15527,Eir,6,Gear Vendor[need HL_Tier>=2]
Praecis Gorget,15527,Lantyisstuck,26,Gear Vendor[need HL_Tier>=2]
Praecis Gorget,15527,Midnightarsal,32,Gear Vendor[need HL_Tier>=2]
Praecis Gorget,15527,Molly,5,Gear Vendor[need HL_Tier>=2]
Praecis Gorget,15527,Nut,16,Gear Vendor[need HL_Tier>=2]
Praecis Gorget,15527,Oopsiepoopsie,27,Gear Vendor[need HL_Tier>=2]
Praecis Gorget,15527,Rirint,4,Gear Vendor[need HL_Tier>=2]
Praecis Gorget,15527,Ririntwo,9,Gear Vendor[need HL_Tier>=2]
Praecis Gorget,15527,Spaz,17,Gear Vendor[need HL_Tier>=2]
Praecis Gorget,15527,Testa,7,Gear Vendor[need HL_Tier>=2]
Praeda Sabatons,13000,Oopsiepoopsie,27,drop:Balaur(Abyssea-Konschtat)[gate not met]
Pratik Earring,28498,Oopsiepoopsie,27,HTBF[gate not met] | drop:HTBF: Puppet In Peril(Battlefield)[gate not met]
Precision Bandana,11493,Oopsiepoopsie,27,drop:Herbage Hunter(Tahrongi Canyon)[gate not met]
Pride Staff,17522,Oopsiepoopsie,27,drop:Skull of Pride(The Eldieme Necropolis)[gate not met]
Priest's Robe,13729,Oopsiepoopsie,27,drop:Ashmaker Gotblut(Yughott Grotto)[gate not met]
Primal Belt,15910,Oopsiepoopsie,27,drop:Upas-Kamuy(Abyssea-Uleguerand)[gate not met]
Primate Staff,17590,Oopsiepoopsie,27,Crafting[gate not met]
Primate Staff +1,17591,Oopsiepoopsie,27,Crafting[gate not met]
Prince's Slops,15619,Oopsiepoopsie,27,Crafting[gate not met]
Prism Cape,13627,Oopsiepoopsie,27,Crafting[gate not met]
Prism Headband,13858,Oopsiepoopsie,27,Crafting[gate not met]
Prism Obi,13235,Oopsiepoopsie,27,Crafting[gate not met]
Pristine Sap,21488,Oopsiepoopsie,27,Crafting[gate not met]
Priwen,28648,Bent,29,Gear Vendor[need HL_Tier>=2]
Priwen,28648,Corvinos,14,Gear Vendor[need HL_Tier>=2]
Priwen,28648,Eir,6,Gear Vendor[need HL_Tier>=2]
Priwen,28648,Lantyisstuck,26,Gear Vendor[need HL_Tier>=2]
Priwen,28648,Midnightarsal,32,Gear Vendor[need HL_Tier>=2]
Priwen,28648,Molly,5,Gear Vendor[need HL_Tier>=2]
Priwen,28648,Nut,16,Gear Vendor[need HL_Tier>=2]
Priwen,28648,Oopsiepoopsie,27,Gear Vendor[need HL_Tier>=2]
Priwen,28648,Rirint,4,Gear Vendor[need HL_Tier>=2]
Priwen,28648,Ririntwo,9,Gear Vendor[need HL_Tier>=2]
Priwen,28648,Spaz,17,Gear Vendor[need HL_Tier>=2]
Priwen,28648,Testa,7,Gear Vendor[need HL_Tier>=2]
Prodigious Mantle,11003,Bent,29,Gear Vendor[need HL_Tier>=1]
Prodigious Mantle,11003,Corvinos,14,Gear Vendor[need HL_Tier>=1]
Prodigious Mantle,11003,Eir,6,Gear Vendor[need HL_Tier>=1]
Prodigious Mantle,11003,Lantyisstuck,26,Gear Vendor[need HL_Tier>=1]
Prodigious Mantle,11003,Midnightarsal,32,Gear Vendor[need HL_Tier>=1]
Prodigious Mantle,11003,Molly,5,Gear Vendor[need HL_Tier>=1]
Prodigious Mantle,11003,Nut,16,Gear Vendor[need HL_Tier>=1]
Prodigious Mantle,11003,Oopsiepoopsie,27,Gear Vendor[need HL_Tier>=1]
Prodigious Mantle,11003,Rirint,4,Gear Vendor[need HL_Tier>=1]
Prodigious Mantle,11003,Ririntwo,9,Gear Vendor[need HL_Tier>=1]
Prodigious Mantle,11003,Spaz,17,Gear Vendor[need HL_Tier>=1]
Prodigious Mantle,11003,Testa,7,Gear Vendor[need HL_Tier>=1]
Prolix Ring,10752,Bent,29,Gear Vendor[need HL_Tier>=1]
Prolix Ring,10752,Corvinos,14,Gear Vendor[need HL_Tier>=1]
Prolix Ring,10752,Eir,6,Gear Vendor[need HL_Tier>=1]
Prolix Ring,10752,Lantyisstuck,26,Gear Vendor[need HL_Tier>=1]
Prolix Ring,10752,Midnightarsal,32,Gear Vendor[need HL_Tier>=1]
Prolix Ring,10752,Molly,5,Gear Vendor[need HL_Tier>=1]
Prolix Ring,10752,Nut,16,Gear Vendor[need HL_Tier>=1]
Prolix Ring,10752,Oopsiepoopsie,27,Gear Vendor[need HL_Tier>=1]
Prolix Ring,10752,Rirint,4,Gear Vendor[need HL_Tier>=1]
Prolix Ring,10752,Ririntwo,9,Gear Vendor[need HL_Tier>=1]
Prolix Ring,10752,Spaz,17,Gear Vendor[need HL_Tier>=1]
Prolix Ring,10752,Testa,7,Gear Vendor[need HL_Tier>=1]
Prominence Axe,18220,Oopsiepoopsie,27,Crafting[gate not met]
Prominence Sword,18381,Oopsiepoopsie,27,Crafting[gate not met]
Promptitude Solea,11404,Oopsiepoopsie,27,drop:Hazmat(Garlaige Citadel)[gate not met]
Prosilio Belt,10827,Bent,29,Gear Vendor[need HL_Tier>=1]
Prosilio Belt,10827,Corvinos,14,Gear Vendor[need HL_Tier>=1]
Prosilio Belt,10827,Eir,6,Gear Vendor[need HL_Tier>=1]
Prosilio Belt,10827,Lantyisstuck,26,Gear Vendor[need HL_Tier>=1]
Prosilio Belt,10827,Midnightarsal,32,Gear Vendor[need HL_Tier>=1]
Prosilio Belt,10827,Molly,5,Gear Vendor[need HL_Tier>=1]
Prosilio Belt,10827,Nut,16,Gear Vendor[need HL_Tier>=1]
Prosilio Belt,10827,Oopsiepoopsie,27,Gear Vendor[need HL_Tier>=1]
Prosilio Belt,10827,Rirint,4,Gear Vendor[need HL_Tier>=1]
Prosilio Belt,10827,Ririntwo,9,Gear Vendor[need HL_Tier>=1]
Prosilio Belt,10827,Spaz,17,Gear Vendor[need HL_Tier>=1]
Prosilio Belt,10827,Testa,7,Gear Vendor[need HL_Tier>=1]
Prosilio Belt +1,28439,Bent,29,Gear Vendor[need HL_Tier>=3]
Prosilio Belt +1,28439,Corvinos,14,Gear Vendor[need HL_Tier>=3]
Prosilio Belt +1,28439,Eir,6,Gear Vendor[need HL_Tier>=3]
Prosilio Belt +1,28439,Garvtest,21,Gear Vendor[need HL_Tier>=3]
Prosilio Belt +1,28439,Lantyisstuck,26,Gear Vendor[need HL_Tier>=3]
Prosilio Belt +1,28439,Midnightarsal,32,Gear Vendor[need HL_Tier>=3]
Prosilio Belt +1,28439,Molly,5,Gear Vendor[need HL_Tier>=3]
Prosilio Belt +1,28439,Nut,16,Gear Vendor[need HL_Tier>=3]
Prosilio Belt +1,28439,Oopsiepoopsie,27,Gear Vendor[need HL_Tier>=3]
Prosilio Belt +1,28439,Rirint,4,Gear Vendor[need HL_Tier>=3]
Prosilio Belt +1,28439,Ririntwo,9,Gear Vendor[need HL_Tier>=3]
Prosilio Belt +1,28439,Spaz,17,Gear Vendor[need HL_Tier>=3]
Prosilio Belt +1,28439,Testa,7,Gear Vendor[need HL_Tier>=3]
Protect Ring,15838,Oopsiepoopsie,27,Crafting[gate not met]
Prt. Bangles,14063,Oopsiepoopsie,27,drop:Diamond Daig(Quicksand Caves)[gate not met]
Prudence Rod,18397,Oopsiepoopsie,27,drop:Jailer of Prudence(AlTaieu)[gate not met]
Prudence Torque,15510,Oopsiepoopsie,27,drop:Jailer of Prudence(AlTaieu)[gate not met]
Psn. Baghnakhs,16410,Oopsiepoopsie,27,Crafting[gate not met]
Psn. Baghnakhs +1,16692,Oopsiepoopsie,27,Crafting[gate not met]
Psyche Earring,16028,Oopsiepoopsie,27,drop:Thunderclaw Thuban(Sauromugue Champaign)[gate not met]
Psycloth Boots,27462,Oopsiepoopsie,27,Geas Fete[gate not met]
Psycloth Lappas,27287,Oopsiepoopsie,27,Geas Fete[gate not met]
Psycloth Manillas,27102,Oopsiepoopsie,27,Geas Fete[gate not met]
Psycloth Tiara,26796,Oopsiepoopsie,27,Geas Fete[gate not met]
Psycloth Vest,26952,Oopsiepoopsie,27,Geas Fete[gate not met]
Ptero. Armet,26650,Bent,29,Reforge[gate not met]
Ptero. Armet,26650,Corvinos,14,Reforge[gate not met]
Ptero. Armet,26650,Eir,6,Reforge[gate not met]
Ptero. Armet,26650,Enko,15,Reforge[gate not met]
Ptero. Armet,26650,Garvtest,21,Reforge[gate not met]
Ptero. Armet,26650,Herdofturtles,22,Reforge[gate not met]
Ptero. Armet,26650,Lantyisstuck,26,Reforge[gate not met]
Ptero. Armet,26650,Midnightarsal,32,Reforge[gate not met]
Ptero. Armet,26650,Molly,5,Reforge[gate not met]
Ptero. Armet,26650,Nut,16,Reforge[gate not met]
Ptero. Armet,26650,Oopsiepoopsie,27,Reforge[gate not met]
Ptero. Armet,26650,Rirint,4,Reforge[gate not met]
Ptero. Armet,26650,Ririntwo,9,Reforge[gate not met]
Ptero. Armet,26650,Spaz,17,Reforge[gate not met]
Ptero. Armet,26650,Testa,7,Reforge[gate not met]
Ptero. Armet +1,26651,Bent,29,Reforge[gate not met]
Ptero. Armet +1,26651,Corvinos,14,Reforge[gate not met]
Ptero. Armet +1,26651,Eir,6,Reforge[gate not met]
Ptero. Armet +1,26651,Enko,15,Reforge[gate not met]
Ptero. Armet +1,26651,Garvtest,21,Reforge[gate not met]
Ptero. Armet +1,26651,Herdofturtles,22,Reforge[gate not met]
Ptero. Armet +1,26651,Lantyisstuck,26,Reforge[gate not met]
Ptero. Armet +1,26651,Midnightarsal,32,Reforge[gate not met]
Ptero. Armet +1,26651,Molly,5,Reforge[gate not met]
Ptero. Armet +1,26651,Nut,16,Reforge[gate not met]
Ptero. Armet +1,26651,Oopsiepoopsie,27,Reforge[gate not met]
Ptero. Armet +1,26651,Rirint,4,Reforge[gate not met]
Ptero. Armet +1,26651,Ririntwo,9,Reforge[gate not met]
Ptero. Armet +1,26651,Spaz,17,Reforge[gate not met]
Ptero. Armet +1,26651,Testa,7,Reforge[gate not met]
Ptero. Armet +2,23076,Bent,29,Reforge[gate not met]
Ptero. Armet +2,23076,Corvinos,14,Reforge[gate not met]
Ptero. Armet +2,23076,Eir,6,Reforge[gate not met]
Ptero. Armet +2,23076,Enko,15,Reforge[gate not met]
Ptero. Armet +2,23076,Garvtest,21,Reforge[gate not met]
Ptero. Armet +2,23076,Herdofturtles,22,Reforge[gate not met]
Ptero. Armet +2,23076,Lantyisstuck,26,Reforge[gate not met]
Ptero. Armet +2,23076,Midnightarsal,32,Reforge[gate not met]
Ptero. Armet +2,23076,Molly,5,Reforge[gate not met]
Ptero. Armet +2,23076,Nut,16,Reforge[gate not met]
Ptero. Armet +2,23076,Oopsiepoopsie,27,Reforge[gate not met]
Ptero. Armet +2,23076,Rirint,4,Reforge[gate not met]
Ptero. Armet +2,23076,Ririntwo,9,Reforge[gate not met]
Ptero. Armet +2,23076,Spaz,17,Reforge[gate not met]
Ptero. Armet +2,23076,Testa,7,Reforge[gate not met]
Ptero. Armet +3,23411,Bent,29,Reforge[gate not met]
Ptero. Armet +3,23411,Corvinos,14,Reforge[gate not met]
Ptero. Armet +3,23411,Eir,6,Reforge[gate not met]
Ptero. Armet +3,23411,Enko,15,Reforge[gate not met]
Ptero. Armet +3,23411,Garvtest,21,Reforge[gate not met]
Ptero. Armet +3,23411,Herdofturtles,22,Reforge[gate not met]
Ptero. Armet +3,23411,Lantyisstuck,26,Reforge[gate not met]
Ptero. Armet +3,23411,Midnightarsal,32,Reforge[gate not met]
Ptero. Armet +3,23411,Molly,5,Reforge[gate not met]
Ptero. Armet +3,23411,Nut,16,Reforge[gate not met]
Ptero. Armet +3,23411,Oopsiepoopsie,27,Reforge[gate not met]
Ptero. Armet +3,23411,Rirint,4,Reforge[gate not met]
Ptero. Armet +3,23411,Ririntwo,9,Reforge[gate not met]
Ptero. Armet +3,23411,Spaz,17,Reforge[gate not met]
Ptero. Armet +3,23411,Testa,7,Reforge[gate not met]
Ptero. Brais +1,27179,Bent,29,Reforge[gate not met]
Ptero. Brais +1,27179,Corvinos,14,Reforge[gate not met]
Ptero. Brais +1,27179,Eir,6,Reforge[gate not met]
Ptero. Brais +1,27179,Enko,15,Reforge[gate not met]
Ptero. Brais +1,27179,Garvtest,21,Reforge[gate not met]
Ptero. Brais +1,27179,Herdofturtles,22,Reforge[gate not met]
Ptero. Brais +1,27179,Lantyisstuck,26,Reforge[gate not met]
Ptero. Brais +1,27179,Midnightarsal,32,Reforge[gate not met]
Ptero. Brais +1,27179,Molly,5,Reforge[gate not met]
Ptero. Brais +1,27179,Nut,16,Reforge[gate not met]
Ptero. Brais +1,27179,Oopsiepoopsie,27,Reforge[gate not met]
Ptero. Brais +1,27179,Rirint,4,Reforge[gate not met]
Ptero. Brais +1,27179,Ririntwo,9,Reforge[gate not met]
Ptero. Brais +1,27179,Spaz,17,Reforge[gate not met]
Ptero. Brais +1,27179,Testa,7,Reforge[gate not met]
Ptero. Brais +2,23277,Bent,29,Reforge[gate not met]
Ptero. Brais +2,23277,Corvinos,14,Reforge[gate not met]
Ptero. Brais +2,23277,Eir,6,Reforge[gate not met]
Ptero. Brais +2,23277,Enko,15,Reforge[gate not met]
Ptero. Brais +2,23277,Garvtest,21,Reforge[gate not met]
Ptero. Brais +2,23277,Herdofturtles,22,Reforge[gate not met]
Ptero. Brais +2,23277,Lantyisstuck,26,Reforge[gate not met]
Ptero. Brais +2,23277,Midnightarsal,32,Reforge[gate not met]
Ptero. Brais +2,23277,Molly,5,Reforge[gate not met]
Ptero. Brais +2,23277,Nut,16,Reforge[gate not met]
Ptero. Brais +2,23277,Oopsiepoopsie,27,Reforge[gate not met]
Ptero. Brais +2,23277,Rirint,4,Reforge[gate not met]
Ptero. Brais +2,23277,Ririntwo,9,Reforge[gate not met]
Ptero. Brais +2,23277,Spaz,17,Reforge[gate not met]
Ptero. Brais +2,23277,Testa,7,Reforge[gate not met]
Ptero. Brais +3,23612,Bent,29,Reforge[gate not met]
Ptero. Brais +3,23612,Corvinos,14,Reforge[gate not met]
Ptero. Brais +3,23612,Eir,6,Reforge[gate not met]
Ptero. Brais +3,23612,Enko,15,Reforge[gate not met]
Ptero. Brais +3,23612,Garvtest,21,Reforge[gate not met]
Ptero. Brais +3,23612,Herdofturtles,22,Reforge[gate not met]
Ptero. Brais +3,23612,Lantyisstuck,26,Reforge[gate not met]
Ptero. Brais +3,23612,Midnightarsal,32,Reforge[gate not met]
Ptero. Brais +3,23612,Molly,5,Reforge[gate not met]
Ptero. Brais +3,23612,Nut,16,Reforge[gate not met]
Ptero. Brais +3,23612,Oopsiepoopsie,27,Reforge[gate not met]
Ptero. Brais +3,23612,Rirint,4,Reforge[gate not met]
Ptero. Brais +3,23612,Ririntwo,9,Reforge[gate not met]
Ptero. Brais +3,23612,Spaz,17,Reforge[gate not met]
Ptero. Brais +3,23612,Testa,7,Reforge[gate not met]
Ptero. Fin. G. +1,27003,Bent,29,Reforge[gate not met]
Ptero. Fin. G. +1,27003,Corvinos,14,Reforge[gate not met]
Ptero. Fin. G. +1,27003,Eir,6,Reforge[gate not met]
Ptero. Fin. G. +1,27003,Enko,15,Reforge[gate not met]
Ptero. Fin. G. +1,27003,Garvtest,21,Reforge[gate not met]
Ptero. Fin. G. +1,27003,Herdofturtles,22,Reforge[gate not met]
Ptero. Fin. G. +1,27003,Lantyisstuck,26,Reforge[gate not met]
Ptero. Fin. G. +1,27003,Midnightarsal,32,Reforge[gate not met]
Ptero. Fin. G. +1,27003,Molly,5,Reforge[gate not met]
Ptero. Fin. G. +1,27003,Nut,16,Reforge[gate not met]
Ptero. Fin. G. +1,27003,Oopsiepoopsie,27,Reforge[gate not met]
Ptero. Fin. G. +1,27003,Rirint,4,Reforge[gate not met]
Ptero. Fin. G. +1,27003,Ririntwo,9,Reforge[gate not met]
Ptero. Fin. G. +1,27003,Spaz,17,Reforge[gate not met]
Ptero. Fin. G. +1,27003,Testa,7,Reforge[gate not met]
Ptero. Fin. G. +2,23210,Bent,29,Reforge[gate not met]
Ptero. Fin. G. +2,23210,Corvinos,14,Reforge[gate not met]
Ptero. Fin. G. +2,23210,Eir,6,Reforge[gate not met]
Ptero. Fin. G. +2,23210,Enko,15,Reforge[gate not met]
Ptero. Fin. G. +2,23210,Garvtest,21,Reforge[gate not met]
Ptero. Fin. G. +2,23210,Herdofturtles,22,Reforge[gate not met]
Ptero. Fin. G. +2,23210,Lantyisstuck,26,Reforge[gate not met]
